uf;municipio;lavoura_aptidao_boa;lavoura_aptidao_regular;lavoura_aptidao_restrita;pastagem_plantada;silvicultura_ou_pastagem_natural;preservacao_fauna_flora;fonte
AC;PORTO ACRE;28741.62;24992.71;21243.80;16054.57;13960.50;11866.42;1
AL;CAMPO ALEGRE;15753.27;14177.94;12760.14;11484.13;10335.71;8268.57;1
AL;CORURIPE;35677.85;33123.32;30458.18;28392.43;25513.23;21478.07;1
AL;TEOTONIO VILELA;15756.60;14184.80;12766.32;11489.68;10340.72;8272.57;1
BA;ALCOBACA;26130.22;23754.75;21595.84;19632.28;19831.84;14625.05;1
BA;BAIANOPOLIS;7580.00;6130.00;4490.00;3570.00;3020.00;2250.00;1
BA;BARRA;3725.77;3342.32;3190.42;3116.36;2359.90;1986.93;1
BA;BARREIRAS;9427.61;6514.90;3896.75;2115.66;2115.66;1462.41;1
BA;BARROCAS;13280.05;10296.38;8570.43;7787.93;6333.79;5383.45;1
BA;BUERAREMA;15000.00;12000.00;10000.00;15000.00;15000.00;10000.00;1
BA;CAMACAN;11607.74;10446.97;9286.20;11607.74;11607.74;9286.20;1
BA;CARAVELAS;12315.90;11876.05;11436.20;10556.48;9676.77;8797.06;1
BA;COCOS;2749.51;1999.34;1449.97;1199.47;899.93;599.74;1
BA;CONCEICAO DO JACUIPE;26086.00;18781.92;16739.39;14608.16;7512.77;7658.85;1
BA;CONDE;12986.46;7903.83;5371.63;7903.83;6500.00;4478.09;1
BA;CORDEIROS;8500.00;6500.00;4000.00;7500.00;6000.00;4500.00;1
BA;CORRENTINA;9382.94;6880.82;6255.29;5004.23;3753.17;2502.12;1
BA;EUNAPOLIS;39325.66;22767.49;20697.71;16558.17;12418.63;8279.09;1
BA;FORMOSA DO RIO PRETO;10944.02;8064.02;6336.01;5184.01;4032.01;3456.01;1
BA;GUANAMBI;12000.00;9000.00;7500.00;7500.00;6500.00;6500.00;1
BA;IBICUI;26678.10;19208.23;17073.98;14939.74;14939.74;7832.28;1
BA;IBIRAPUA;28770.50;20714.76;18413.12;16111.48;8285.87;8446.58;1
BA;ILHEUS;15796.50;12637.20;8424.80;5255.50;2948.68;2632.75;1
BA;IPECAETA;7000.00;6750.00;6500.00;6000.00;5500.00;5000.00;1
BA;ITAGIMIRIM;13362.80;10268.88;9156.84;7656.48;6441.90;3429.73;1
BA;ITAMARAJU;29234.80;25058.40;22970.20;20882.00;18793.80;16705.60;1
BA;ITANHEM;10000.00;10000.00;9000.00;9000.00;9000.00;7500.00;1
BA;JABORANDI;8640.00;5800.00;3370.00;3326.00;2340.00;1800.00;1
BA;JEQUIE;14327.80;12178.63;10473.51;9662.62;8384.98;7546.49;1
BA;LUIS EDUARDO MAGALHAES;12748.26;8876.56;8498.84;8498.84;8022.75;7554.52;1
BA;MANSIDAO;5850.00;5265.00;4738.50;4027.72;;;1
BA;MULUNGU DO MORRO;11968.00;9206.60;6444.59;3682.84;11968.00;6757.26;1
BA;NOVA VICOSA;20000.00;18000.00;16000.00;14000.00;20000.00;12000.00;1
BA;PRADO;20562.58;16857.62;15233.36;13316.47;13606.24;10847.09;1
BA;QUIJINGUE;2160.00;1650.00;1180.00;1020.00;800.00;660.00;1
BA;RAFAEL JAMBEIRO;12106.00;9664.00;7221.00;9558.00;7646.00;6372.00;1
BA;RIACHAO DAS NEVES;10940.00;8000.00;7150.00;6000.00;4550.00;3450.00;1
BA;SANTO ESTEVAO;13066.20;11666.25;10266.30;9333.02;7933.05;6533.10;1
BA;SAO DESIDERIO;10096.82;6723.93;4421.26;4202.72;4059.17;3787.45;1
BA;SAO GONCALO DOS CAMPOS;27746.75;19773.18;17576.16;15379.14;7909.24;8060.54;1
BA;SERRINHA;13453.57;12780.89;10090.18;7399.46;6726.78;5381.43;1
BA;TANHACU;4250.00;3500.00;2250.00;2200.00;1800.00;1200.00;1
BA;TEIXEIRA DE FREITAS;35000.00;30000.00;27500.00;25000.00;22500.00;20000.00;1
BA;URUCUCA;29134.09;20761.84;18454.97;16148.10;8304.70;8463.57;1
BA;VEREDA;10462.20;9415.80;9120.00;8370.00;8446.58;7678.71;1
BA;XIQUE-XIQUE;2827.48;1921.80;1502.10;1192.84;905.68;596.42;1
CE;SOBRAL;4300.00;4300.00;4300.00;4300.00;4300.00;4300.00;1
ES;ARACRUZ;81648.62;61601.90;55107.60;55546.12;57529.91;35917.04;1
ES;CACHOEIRO DE ITAPEMIRIM;47683.23;37644.65;27606.08;25096.44;20077.15;15057.86;1
ES;SANTA MARIA DE JETIBA;57415.80;49770.00;38884.50;49759.10;42104.80;30621.90;1
GO;ABADIA DE GOIAS;55741.79;39019.25;27870.90;19814.47;13209.64;6604.82;1
GO;ABADIANIA;43832.29;29990.51;23069.62;18455.70;13841.77;13841.77;1
GO;ACREUNA;36226.78;29159.27;21822.27;29159.27;19349.46;19348.17;1
GO;ADELANDIA;33264.46;30687.68;28813.59;25065.50;21785.90;16866.51;1
GO;AGUA FRIA DE GOIAS;15100.00;12800.00;9078.54;7716.75;6559.24;4919.44;1
GO;AGUAS LINDAS DE GOIAS;13979.17;11183.34;9319.45;8653.77;7721.83;6257.34;1
GO;ALEXANIA;24439.24;20773.35;17657.35;15008.74;12757.43;10205.94;1
GO;ALTO HORIZONTE;8390.06;7131.62;5418.23;5031.72;4257.61;2322.33;1
GO;ALTO PARAISO DE GOIAS;16769.67;13695.02;11412.51;9886.50;7969.07;6030.35;1
GO;ALVORADA DO NORTE;15000.00;10430.58;8274.46;14050.00;8274.46;6208.34;1
GO;AMARALINA;12499.22;10624.33;9030.68;7676.08;6524.67;5219.73;1
GO;AMERICANO DO BRASIL;45787.83;39281.37;35329.88;34354.61;305535.89;19441.50;1
GO;AMORINOPOLIS;19306.71;17255.49;15858.87;14397.04;10678.96;8051.16;1
GO;ANICUNS;39657.94;35735.77;34022.54;30600.06;26447.87;21542.31;1
GO;APARECIDA DO RIO DOCE;27728.99;18878.75;14630.89;11681.92;8730.96;5781.32;1
GO;APORE;23579.88;20594.45;16325.40;11874.76;8539.44;4825.72;1
GO;ARACU;23867.92;22019.62;20674.33;23867.92;14760.61;12102.05;1
GO;ARAGOIANIA;35458.96;30663.83;29528.12;30663.83;29528.12;23092.86;1
GO;ARAGUAPAZ;9905.85;8506.27;7647.18;6846.18;5839.84;4632.73;1
GO;ARUANA;29851.86;20424.64;15711.03;7600.28;5698.72;3800.14;1
GO;AURILANDIA;26247.81;22914.27;18770.66;17649.10;17649.92;17649.10;1
GO;BARRO ALTO;5820.68;5432.63;5044.60;4656.53;4387.63;3986.22;1
GO;BELA VISTA DE GOIAS;27097.17;22572.29;19871.96;18964.89;18057.83;10384.30;1
GO;BOM JARDIM DE GOIAS;8406.05;6113.53;4936.22;3729.60;3352.34;2664.96;1
GO;BOM JESUS DE GOIAS;52946.99;52395.72;51789.34;44167.29;42300.24;42178.25;1
GO;BONFINOPOLIS;42762.43;38008.21;33257.37;22963.22;21815.06;20724.31;1
GO;BONOPOLIS;9427.90;8013.71;6811.65;5789.90;4921.42;3973.13;1
GO;BRAZABRANTES;44823.18;36491.00;36491.00;26586.30;20852.00;20852.00;1
GO;BRITANIA;14863.50;10387.02;8550.70;7230.62;6013.92;4774.69;1
GO;BURITI ALEGRE;22795.90;20964.29;18757.52;17654.14;13792.70;12137.22;1
GO;BURITI DE GOIAS;42000.00;38100.00;30000.00;29000.00;15500.00;8900.00;1
GO;CABECEIRAS;33915.68;25951.48;11305.84;11305.84;10175.26;4522.33;1
GO;CACHOEIRA ALTA;11570.00;10123.00;8677.00;9100.00;9100.00;;1
GO;CACHOEIRA DE GOIAS;38750.07;27125.05;19375.04;15500.03;9687.52;4650.01;1
GO;CACHOEIRA DOURADA;42580.30;34064.24;29806.21;29806.21;25548.18;21290.15;1
GO;CACU;33117.76;22659.52;17430.40;15373.60;11310.57;7686.78;1
GO;CAIAPONIA;18787.37;14814.17;11915.80;8874.15;8111.33;5899.30;1
GO;CALDAS NOVAS;19173.86;15186.67;13585.17;11994.71;11199.48;7996.47;1
GO;CALDAZINHA;18461.72;16615.55;15784.78;16615.55;15784.78;7500.14;1
GO;CAMPESTRE DE GOIAS;30000.00;24500.00;19800.00;15200.00;11500.00;7500.00;1
GO;CAMPINACU;7199.74;6879.75;5599.79;4319.85;3999.85;3199.89;1
GO;CAMPO ALEGRE DE GOIAS;26726.87;22489.97;19493.26;15755.35;15755.35;7167.47;1
GO;CAMPO LIMPO DE GOIAS;37257.44;29990.51;23069.62;18455.70;13841.77;9227.85;1
GO;CAMPOS BELOS;9130.30;7760.75;6596.64;5607.15;4766.07;3812.85;1
GO;CAMPOS VERDES;9770.82;8489.17;7792.12;7812.59;6282.52;4678.14;1
GO;CATALAO;30400.00;27500.00;25600.00;23700.00;21600.00;7200.00;1
GO;CAVALCANTE;6795.64;5183.81;2591.90;3617.60;2591.90;1240.32;1
GO;CERES;22873.86;21429.66;20027.88;18468.63;15350.16;11050.91;1
GO;CEZARINA;41297.21;35102.62;31798.85;30972.90;27256.15;17344.85;1
GO;CHAPADAO DO CEU;29640.19;24808.51;20821.76;18709.76;15839.64;11556.67;1
GO;CORUMBAIBA;27461.26;19343.29;15516.25;24330.04;12733.61;10460.58;1
GO;CRISTALINA;25075.42;23194.49;22228.91;21201.44;19706.06;18381.11;1
GO;CRISTIANOPOLIS;36867.74;29494.20;24578.49;29494.20;23595.36;17696.51;1
GO;CRIXAS;8705.46;7862.99;6037.66;5756.83;3510.27;2106.12;1
GO;CROMINIA;35098.14;29993.50;25205.97;21443.18;20227.27;11875.00;1
GO;CUMARI;32412.32;29171.09;25929.86;19447.37;16206.16;14585.54;1
GO;DOVERLANDIA;21361.93;16628.68;14217.53;10684.10;10411.48;5237.96;1
GO;DIORAMA;17502.66;16495.82;15549.05;14653.60;10902.92;7997.83;1
GO;EDEIA;60049.59;53499.73;38213.38;34937.94;22928.03;16377.16;1
GO;ESTRELA DO NORTE;12173.53;10347.51;8795.37;7476.06;6354.66;5083.73;1
GO;FAINA;20763.31;15975.09;12780.07;11880.25;8995.25;6853.25;1
GO;FAZENDA NOVA;12970.01;11530.42;10485.09;11521.91;10088.76;8718.28;1
GO;FIRMINOPOLIS;34290.56;32383.96;22859.26;32439.27;22859.26;14117.27;1
GO;FLORES DE GOIAS;11999.56;7999.40;6409.64;7421.64;6072.00;4530.08;1
GO;FORMOSA;25380.46;21774.67;19584.36;19043.52;16924.21;10775.50;1
GO;FORMOSO;8475.00;7262.69;6197.25;5409.25;4573.30;3846.20;1
GO;GAMELEIRA DE GOIAS;21258.18;19605.73;16685.68;15158.95;10254.75;9390.18;1
GO;GOIANDIRA;39624.20;32392.78;31105.00;27836.00;23477.34;11986.32;1
GO;GOIANIA;86543.49;73561.37;69233.99;64906.62;60579.91;51925.16;1
GO;GOIANIRA;36917.46;35028.07;34163.24;35028.07;30031.02;25967.10;1
GO;GOIAS;17823.15;15128.57;12877.24;10945.65;9303.79;7443.04;1
GO;GOIATUBA;44931.61;44931.61;42441.27;41736.88;20219.21;20219.21;1
GO;GOUVELANDIA;33043.41;31180.37;27212.20;27212.20;23324.75;19417.50;1
GO;GUAPO;28561.11;25470.80;23211.61;21517.94;20352.65;12092.77;1
GO;GUARANI DE GOIAS;13000.00;11000.00;9000.00;13000.00;9000.00;7000.00;1
GO;GUARINOS;12168.80;10343.48;8791.95;7473.95;6352.18;5081.75;1
GO;HIDROLANDIA;45000.00;39000.00;34000.00;39000.00;34000.00;22000.00;1
GO;HIDROLINA;24011.16;20409.48;18283.80;20409.91;17051.90;5561.32;1
GO;IACIARA;13000.00;11000.00;9000.00;13000.00;9000.00;7000.00;1
GO;INACIOLANDIA;36518.57;34248.37;30074.12;30074.12;25777.81;21481.50;1
GO;INDIARA;33872.65;23993.11;20944.57;18212.18;14779.76;14617.17;1
GO;INHUMAS;42500.00;40000.00;35000.00;40000.00;36250.00;12500.00;1
GO;IPAMERI;28744.37;25869.93;22995.50;21558.28;20121.06;15809.40;1
GO;IPIRANGA DE GOIAS;19083.97;16221.38;13788.17;11719.94;9961.95;7969.56;1
GO;IPORA;20846.81;15815.34;12930.16;15815.34;15815.34;4652.36;1
GO;ISRAELANDIA;27892.50;14773.00;8833.50;6621.00;2850.00;1488.00;1
GO;ITABERAI;52609.68;39717.91;28846.02;21707.19;20070.29;16503.94;1
GO;ITAGUARI;41090.99;34927.34;29668.24;25235.00;21499.75;17159.80;1
GO;ITAGUARU;61983.48;53719.01;45454.55;45454.55;37190.09;33057.86;1
GO;ITAJA;18760.44;17317.33;15874.22;14431.11;10823.33;7215.56;1
GO;ITAPACI;13731.36;11647.50;9812.05;8887.42;7797.20;7038.17;1
GO;ITAPIRAPUA;14163.65;11761.48;11028.38;14136.08;11037.95;7244.07;1
GO;ITAPURANGA;18231.68;12618.17;9089.08;12755.39;9161.93;4440.53;1
GO;ITARUMA;19536.66;18224.50;15621.00;12496.80;12496.80;5207.00;1
GO;ITAUCU;39916.60;33057.85;28925.62;33057.85;29958.67;15338.54;1
GO;ITUMBIARA;57734.17;39502.33;30386.40;24309.12;18231.84;12154.56;1
GO;IVOLANDIA;18039.96;17137.96;15424.16;12627.97;12014.61;9019.95;1
GO;JANDAIA;24294.81;16196.44;12299.26;12101.35;8503.26;3421.48;1
GO;JARAGUA;32961.45;21974.62;10987.10;21974.62;8789.71;6592.29;1
GO;JATAI;38958.95;27271.07;19530.83;15883.38;10234.60;5556.67;1
GO;JAUPACI;28072.81;23393.61;19495.01;16245.84;12996.67;10397.34;1
GO;JOVIANIA;43118.24;41545.37;38258.78;33421.61;21991.96;21196.64;1
GO;JUSSARA;18504.27;13459.98;12636.47;12423.50;11429.62;6565.73;1
GO;LAGOA SANTA;18755.88;17313.12;15870.36;14427.60;10820.70;7213.80;1
GO;LEOPOLDO DE BULHOES;26587.33;22599.24;19209.35;16327.95;13878.75;11103.00;1
GO;LUZIANIA;19922.48;13945.67;9960.91;5976.81;3984.10;1992.05;1
GO;MAIRIPOTABA;30677.69;26661.16;23772.21;22088.84;18088.84;18088.84;1
GO;MAMBAI;12444.34;9954.51;7465.88;6222.77;2488.62;2488.62;1
GO;MARA ROSA;14615.58;12423.24;10559.75;8975.79;7629.42;6485.01;1
GO;MARZAGAO;42673.08;29197.37;22459.52;21138.37;15853.78;10569.18;1
GO;MATRINCHA;19920.48;17124.26;14909.09;17124.26;14909.09;10649.60;1
GO;MAURILANDIA;61983.47;61983.47;61983.47;61983.47;30991.73;30991.73;1
GO;MINACU;6630.22;5424.79;3616.31;3616.31;3616.31;1205.44;1
GO;MINEIROS;29950.00;25850.00;17199.85;13759.88;11268.87;8066.14;1
GO;MONTE ALEGRE DE GOIAS;11411.45;10270.30;9129.16;9013.90;7645.65;5135.15;1
GO;MONTES CLAROS DE GOIAS;22360.68;19006.57;13732.25;16155.59;11672.41;8754.30;1
GO;MONTIVIDIU;54036.40;45930.94;41608.02;40527.30;35664.02;22695.28;1
GO;MONTIVIDIU DO NORTE;11053.05;9121.90;7981.09;6994.63;6325.90;3696.30;1
GO;MORRINHOS;36001.73;34476.23;28984.43;22577.34;97631.48;8847.88;1
GO;MORRO AGUDO DE GOIAS;41694.79;35769.95;32171.69;31283.60;27805.45;17703.61;1
GO;MOSSAMEDES;41469.64;28373.96;21826.13;17460.90;13095.68;8730.45;1
GO;MOZARLANDIA;21698.82;17359.05;14104.23;10849.41;9764.46;6509.64;1
GO;MUNDO NOVO;27859.48;19501.64;13930.35;11307.67;7538.46;3769.22;1
GO;MUTUNOPOLIS;11906.63;10120.64;8602.54;7312.16;6215.33;4972.27;1
GO;NIQUELANDIA;11536.46;8904.00;7716.80;6977.60;5171.85;2297.04;1
GO;NOVA AMERICA;20142.39;16927.59;13457.85;13775.46;7600.00;4556.70;1
GO;NOVA CRIXAS;14402.89;10738.72;8140.59;8050.93;6744.47;5322.05;1
GO;NOVA GLORIA;21333.93;18133.84;15413.76;13101.70;11136.44;8909.15;1
GO;NOVA IGUACU DE GOIAS;13469.72;11859.21;10980.75;9223.83;7686.52;7027.68;1
GO;NOVA ROMA;7472.60;5479.91;4981.74;5479.91;3736.31;2490.86;1
GO;NOVA VENEZA;54799.18;51062.89;47326.50;46081.14;44835.71;44835.71;1
GO;NOVO BRASIL;41469.64;28373.96;21826.13;17460.90;13095.68;8730.45;1
GO;NOVO PLANALTO;8005.22;6727.54;5969.99;5505.72;4240.05;3762.91;1
GO;OURO VERDE DE GOIAS;38552.74;33074.38;29747.28;28926.10;25710.82;16369.48;1
GO;PADRE BERNARDO;11269.39;9578.98;8142.13;6920.81;5882.69;4706.15;1
GO;PALMEIRAS DE GOIAS;23764.61;22180.30;20596.00;23460.10;20108.66;12563.84;1
GO;PARANAIGUARA;14122.39;10938.25;9056.03;14122.39;10938.25;9056.03;1
GO;PARAUNA;23898.66;20836.06;17773.46;11552.62;10337.68;9202.75;1
GO;PEROLANDIA;30036.84;27952.20;25142.05;20508.39;17621.41;13518.54;1
GO;PETROLINA DE GOIAS;34450.00;31500.00;25320.00;29490.00;21220.00;18530.00;1
GO;PIRACANJUBA;41416.94;39259.50;37194.00;30992.73;22729.27;20651.25;1
GO;PIRANHAS;13762.32;11421.68;8102.90;7159.71;5647.96;4016.07;1
GO;PIRES DO RIO;24787.19;21684.40;19633.31;18636.22;16416.06;10509.81;1
GO;PLANALTINA;35809.71;25202.53;15116.39;10398.94;4709.03;2471.42;1
GO;PONTALINA;45500.00;43000.00;40000.00;30000.00;20000.00;20000.00;1
GO;PORANGATU;10986.22;9612.94;8239.66;6866.39;5493.11;4119.83;1
GO;PORTEIRAO;30707.58;29489.49;26778.18;22568.43;19759.15;20284.15;1
GO;PORTELANDIA;10830.25;9330.67;8516.09;6109.37;5553.97;2221.59;1
GO;POSSE;13000.00;11000.00;9000.00;13000.00;9000.00;7000.00;1
GO;PROFESSOR JAMIL;19968.85;15960.48;14495.98;14111.98;11970.36;10391.07;1
GO;QUIRINOPOLIS;31249.72;28555.78;17241.23;15086.07;12930.92;12930.92;1
GO;RIO QUENTE;31675.64;21672.81;16671.39;13337.12;10002.83;6668.55;1
GO;RIO VERDE;35571.85;29594.82;13874.24;8077.51;8037.72;8847.92;1
GO;RUBIATABA;20737.11;19002.50;17401.89;15961.68;14665.51;13498.96;1
GO;SANTA BARBARA DE GOIAS;37953.68;33736.60;29519.51;25302.45;16847.89;9515.46;1
GO;SANTA CRUZ DE GOIAS;22636.50;19241.02;16354.87;13901.64;11816.40;9453.12;1
GO;SANTA FE DE GOIAS;38599.60;32809.85;27833.32;23705.11;20149.34;17126.94;1
GO;SANTA HELENA DE GOIAS;29562.50;24241.25;21285.00;24241.00;21285.00;12215.90;1
GO;SANTA RITA DO ARAGUAIA;12766.74;10031.16;9336.66;7633.54;7495.04;3544.07;1
GO;SANTA RITA DO NOVO DESTINO;15592.24;10603.63;9518.29;8490.82;5690.75;3804.73;1
GO;SANTA TEREZA DE GOIAS;12774.72;10694.85;9271.51;8550.87;7286.42;5006.14;1
GO;SANTA TEREZINHA DE GOIAS;13297.08;11302.51;9607.14;8166.06;6941.15;5552.92;1
GO;SANTO ANTONIO DA BARRA;39341.99;35772.76;33983.67;35772.76;33983.67;26829.19;1
GO;SANTO ANTONIO DE GOIAS;47709.10;40552.73;34469.82;29299.35;24904.44;19923.55;1
GO;SAO DOMINGOS;5970.94;5307.50;3980.62;5970.94;5307.50;3317.19;1
GO;SAO FRANCISCO DE GOIAS;33575.30;28453.64;24113.25;20434.96;16756.67;13740.47;1
GO;SAO JOAO D'ALIANCA;15572.96;13237.03;9835.54;4882.21;3619.21;1809.62;1
GO;SAO JOAO DA PARAUNA;43632.00;36360.00;30300.00;25250.00;20200.00;16160.00;1
GO;SAO LUIS DE MONTES BELOS;31258.09;28177.44;23383.17;23418.47;19884.02;16197.01;1
GO;SAO LUIZ DO NORTE;23540.39;20009.33;17007.93;14456.74;12288.22;9830.58;1
GO;SAO MIGUEL DO ARAGUAIA;12696.50;9860.84;9255.14;9143.15;6328.04;5651.43;1
GO;SAO MIGUEL DO PASSA QUATRO;22967.92;19522.73;16594.32;14105.17;11989.40;9591.51;1
GO;SAO PATRICIO;41458.50;34548.76;28790.63;23992.19;19193.75;15354.00;1
GO;SENADOR CANEDO;34700.00;29495.00;26025.00;24290.00;22555.00;13880.00;1
GO;SERRANOPOLIS;27416.20;20609.69;16412.87;14066.28;9033.14;6166.34;1
GO;SILVANIA;29004.74;24564.10;21515.70;20921.11;19053.20;13316.06;1
GO;TAQUARAL DE GOIAS;21262.15;18072.85;15361.90;13057.63;11098.98;8879.19;1
GO;TEREZOPOLIS DE GOIAS;38500.00;34200.00;27800.00;32000.00;23500.00;19800.00;1
GO;TRINDADE;32788.77;30129.60;28129.48;26017.88;24912.91;24162.04;1
GO;TURVANIA;57546.80;49085.58;42769.64;34213.86;28606.28;22808.45;1
GO;TURVELANDIA;41999.87;37805.44;31455.75;30861.51;24815.58;19854.98;1
GO;UIRAPURU;10329.71;8780.25;7463.22;6343.73;5392.17;4313.74;1
GO;URUACU;19168.18;17251.36;15334.54;13417.73;12459.32;8625.68;1
GO;URUANA;40928.51;37878.25;35226.77;34466.11;29086.97;22818.10;1
GO;URUTAI;27926.00;26529.00;23876.00;22340.00;20944.00;19548.00;1
GO;VARJAO;29209.99;23367.97;18694.39;17758.75;11963.30;9571.51;1
GO;VIANOPOLIS;23669.42;20535.47;18370.57;16733.00;11050.73;7658.42;1
GO;VICENTINOPOLIS;49914.99;47552.49;45185.65;42827.48;40464.96;37359.26;1
GO;VILA BOA;12496.80;10622.28;9028.94;7674.60;6523.41;5544.89;1
GO;VILA PROPICIO;28569.58;19849.27;9147.44;9147.44;5966.09;3974.91;1
MA;ACAILANDIA;4513.77;4327.99;4167.97;4513.77;4327.99;4167.97;1
MA;ALTO PARNAIBA;20000.00;18000.00;15500.00;3500.00;2500.00;700.00;1
MA;BALSAS;12144.33;8309.72;6391.72;5514.25;3308.14;2205.42;1
MA;BURITI BRAVO;5000.00;4700.00;4200.00;3800.00;3400.00;3000.00;1
MA;FORTALEZA DOS NOGUEIRAS;26382.00;16350.00;10956.00;7914.00;4560.00;1500.00;1
MA;GRAJAU;10221.24;7228.34;5972.93;9348.24;4843.88;3211.62;1
MA;ITINGA DO MARANHAO;6517.83;5629.78;4574.20;4574.20;3659.35;3659.35;1
MA;LORETO;12155.00;9724.00;7793.50;6220.50;5005.00;2431.00;1
MA;PARNARAMA;3300.00;2970.00;2673.00;2970.00;2138.40;660.00;1
MA;RIACHAO;10500.00;8610.00;4500.00;4000.00;3500.00;1000.00;1
MA;SAO RAIMUNDO DAS MANGABEIRAS;26382.00;16350.00;11225.00;9870.00;4580.00;1869.00;1
MA;TASSO FRAGOSO;35976.00;28554.10;18102.76;12355.13;4024.90;3026.10;1
MA;TIMON;3759.00;3383.00;3045.00;3383.00;2436.00;752.00;1
MG;ABADIA DOS DOURADOS;31200.00;24750.00;16720.00;14410.00;9350.00;6380.00;2
MG;ABAETE;10100.29;8682.70;6046.57;5138.74;4075.55;2847.82;2
MG;ACAIACA;18000.00;15000.00;12000.00;18000.00;13000.00;10000.00;2
MG;ACUCENA;20500.00;16000.00;10000.00;19500.00;13000.00;9500.00;2
MG;AGUA BOA;10975.00;10016.00;5715.00;9525.00;7620.00;1016.00;2
MG;AGUA COMPRIDA;26315.34;23648.00;21567.53;23470.73;23147.34;18519.31;1
MG;AGUANIL;25000.00;18500.00;12500.00;21250.00;12500.00;8750.00;2
MG;AGUAS FORMOSAS;7208.00;6420.00;5629.00;6488.00;4325.00;3566.00;1
MG;AGUAS VERMELHAS;3700.00;2550.00;1400.00;2450.00;1800.00;1350.00;2
MG;ALAGOA;12000.00;9000.00;6000.00;6000.00;4300.00;3200.00;2
MG;ALEM PARAIBA;8100.00;6900.00;6500.00;5900.00;4100.00;3000.00;2
MG;ALFENAS;86661.99;77995.79;69329.59;60663.40;51997.20;43330.96;1
MG;ALFREDO VASCONCELOS;18700.00;12650.00;11000.00;18700.00;12650.00;8500.00;2
MG;ALMENARA;5803.35;4813.28;4062.34;5803.35;3652.61;3242.88;2
MG;ALPERCATA;13400.00;11800.00;9900.00;9300.00;8290.00;7600.00;2
MG;ALPINOPOLIS;51834.58;49164.78;38835.18;28464.30;26057.98;15586.69;1
MG;ALTEROSA;39482.00;31578.02;26685.83;23685.42;19737.22;15791.53;2
MG;ALTO RIO DOCE;16000.00;14500.00;8800.00;11500.00;10500.00;6000.00;2
MG;ALVARENGA;11682.00;8441.00;4231.00;10127.00;4520.00;3954.00;2
MG;ALVINOPOLIS;18000.00;8000.00;5800.00;6500.00;12000.00;8500.00;2
MG;ALVORADA DE MINAS;12300.00;9200.00;7400.00;11000.00;7800.00;6500.00;2
MG;AMPARO DA SERRA;26968.00;20894.00;16424.38;15815.25;13397.21;6910.00;2
MG;ANDRADAS;33951.20;25508.21;15014.58;14927.95;14444.80;9716.00;1
MG;CACHOEIRA DE PAJEU;3700.00;2400.00;1800.00;2200.00;1400.00;1200.00;2
MG;ANDRELANDIA;8710.80;6964.37;5728.20;6474.38;5635.33;3877.16;2
MG;ANGELANDIA;15000.00;12000.00;8000.00;11500.00;6500.00;3000.00;2
MG;ANTONIO CARLOS;16638.00;12481.00;8244.00;16638.00;11544.00;8244.00;2
MG;ANTONIO DIAS;12500.00;11500.00;11000.00;10500.00;8700.00;8500.00;2
MG;ANTONIO PRADO DE MINAS;20000.00;13000.00;7000.00;12000.00;6000.00;6000.00;2
MG;ARACAI;5850.00;4500.00;4050.00;3600.00;1800.00;1080.00;2
MG;ARACITABA;18500.00;12000.00;7000.00;6500.00;5000.00;3000.00;2
MG;ARACUAI;4330.00;2684.00;1180.00;3963.00;1865.00;1630.00;2
MG;ARAGUARI;23243.51;16823.61;12906.73;11721.56;10296.10;5760.27;1
MG;ARANTINA;7000.00;6000.00;5500.00;6000.00;6000.00;4000.00;2
MG;ARAPONGA;30000.00;20000.00;15000.00;25000.00;20000.00;8000.00;2
MG;ARAPORA;33476.70;26781.36;20532.39;20086.02;16738.30;11382.07;2
MG;ARAPUA;30500.00;20000.00;15000.00;13000.00;7900.00;3000.00;2
MG;ARAUJOS;17799.83;9500.02;8397.58;9489.60;8397.58;8010.67;2
MG;ARAXA;25540.00;13865.00;10320.00;9380.00;6460.00;4900.00;2
MG;ARCEBURGO;43000.00;33500.00;23000.00;25600.00;17600.00;11400.00;2
MG;ARCOS;26046.72;17635.80;14276.86;17635.80;12589.25;6511.68;2
MG;AREADO;43732.50;32487.00;24365.25;21866.00;16475.00;11203.00;2
MG;ARGIRITA;16874.00;12468.00;9206.00;12468.00;8832.00;7273.00;2
MG;ARICANDUVA;10500.00;8500.00;7000.00;8500.00;8000.00;5000.00;2
MG;ARINOS;15000.00;8000.00;4000.00;8000.00;3000.00;1500.00;2
MG;ASTOLFO DUTRA;23000.00;19000.00;16200.00;14850.00;10800.00;8250.00;2
MG;ATALEIA;9917.45;9264.55;8264.55;6250.00;6250.00;5000.00;2
MG;AUGUSTO DE LIMA;5500.00;4500.00;2800.00;4500.00;3200.00;2000.00;2
MG;BAEPENDI;11000.00;9000.00;8000.00;8000.00;6000.00;4000.00;1
MG;BALDIM;21500.00;17950.00;12000.00;12000.00;9580.00;8400.00;2
MG;BANDEIRA;6890.00;5512.00;3900.00;6890.00;3900.00;3250.00;2
MG;BARAO DE COCAIS;25440.00;19900.00;15800.00;15800.00;19000.00;16800.00;2
MG;BARAO DO MONTE ALTO;14000.00;10500.00;9000.00;11200.00;8300.00;8300.00;2
MG;BARBACENA;24807.33;21500.51;19019.76;16124.77;12403.67;9922.93;1
MG;BARRA LONGA;15500.00;13200.00;11000.00;12400.00;11000.00;10000.00;2
