cod_ibge;uf;municipio;modulo_fiscal_ha
3533304;SP;NOVA LUZITÂNIA;35
3533403;SP;NOVA ODESSA;10
3533502;SP;NOVO HORIZONTE;22
3533601;SP;NUPORANGA;22
3533700;SP;OCAUÇU;14
3533809;SP;ÓLEO;20
3533908;SP;OLÍMPIA;20
3534005;SP;ONDA VERDE;22
3534104;SP;ORIENTE;14
3534203;SP;ORINDIÚVA;30
3534302;SP;ORLÂNDIA;22
3534401;SP;OSASCO;5
3534500;SP;OSCAR BRESSANE;20
3534609;SP;OSVALDO CRUZ;18
3534708;SP;OURINHOS;20
3534757;SP;OUROESTE;30
3534807;SP;OURO VERDE;20
3534906;SP;PACAEMBU;18
3535002;SP;PALESTINA;24
3535101;SP;PALMARES PAULISTA;16
3535200;SP;PALMEIRA D'OESTE;22
3535309;SP;PALMITAL;20
3535408;SP;PANORAMA;30
3535507;SP;PARAGUAÇU PAULISTA;20
3535606;SP;PARAIBUNA;30
3535705;SP;PARAÍSO;16
3535804;SP;PARANAPANEMA;22
3535903;SP;PARANAPUÃ;30
3536000;SP;PARAPUÃ;18
3536109;SP;PARDINHO;24
3536208;SP;PARIQUERA-AÇU;16
3536257;SP;PARISI;24
3536307;SP;PATROCÍNIO PAULISTA;16
3536406;SP;PAULICÉIA;30
3536505;SP;PAULÍNIA;10
3536570;SP;PAULISTÂNIA;12
3536604;SP;PAULO DE FARIA;30
3536703;SP;PEDERNEIRAS;14
3536802;SP;PEDRA BELA;20
3536901;SP;PEDRANÓPOLIS;26
3537008;SP;PEDREGULHO;20
3537107;SP;PEDREIRA;18
3537156;SP;PEDRINHAS PAULISTA;20
3537206;SP;PEDRO DE TOLEDO;10
3537305;SP;PENÁPOLIS;30
3537404;SP;PEREIRA BARRETO;30
3537503;SP;PEREIRAS;30
3537602;SP;PERUÍBE;10
3537701;SP;PIACATU;30
3537800;SP;PIEDADE;16
3537909;SP;PILAR DO SUL;16
3538006;SP;PINDAMONHANGABA;16
3538105;SP;PINDORAMA;16
3538204;SP;PINHALZINHO;16
3538303;SP;PIQUEROBI;30
3538501;SP;PIQUETE;24
3538600;SP;PIRACAIA;24
3538709;SP;PIRACICABA;10
3538808;SP;PIRAJU;20
3538907;SP;PIRAJUÍ;20
3539004;SP;PIRANGI;14
3539103;SP;PIRAPORA DO BOM JESUS;7
3539202;SP;PIRAPOZINHO;24
3539301;SP;PIRASSUNUNGA;18
3539400;SP;PIRATININGA;12
3539509;SP;PITANGUEIRAS;16
3539608;SP;PLANALTO;30
3539707;SP;PLATINA;20
3539806;SP;POÁ;5
3539905;SP;POLONI;30
3540002;SP;POMPÉIA;18
3540101;SP;PONGAÍ;20
3540200;SP;PONTAL;12
3540259;SP;PONTALINDA;26
3540309;SP;PONTES GESTAL;30
3540408;SP;POPULINA;30
3540507;SP;PORANGABA;30
3540606;SP;PORTO FELIZ;12
3540705;SP;PORTO FERREIRA;16
3540754;SP;POTIM;24
3540804;SP;POTIRENDABA;20
3540853;SP;PRACINHA;20
3540903;SP;PRADÓPOLIS;12
3541000;SP;PRAIA GRANDE;10
3541059;SP;PRATÂNIA;16
3541109;SP;PRESIDENTE ALVES;20
3541208;SP;PRESIDENTE BERNARDES;22
3541307;SP;PRESIDENTE EPITÁCIO;30
3541406;SP;PRESIDENTE PRUDENTE;22
3541505;SP;PRESIDENTE VENCESLAU;30
3541604;SP;PROMISSÃO;22
3541653;SP;QUADRA;18
3541703;SP;QUATÁ;20
3541802;SP;QUEIROZ;20
3541901;SP;QUELUZ;24
3542008;SP;QUINTANA;18
3542107;SP;RAFARD;10
3542206;SP;RANCHARIA;24
3542305;SP;REDENÇÃO DA SERRA;40
3542404;SP;REGENTE FEIJÓ;24
3542503;SP;REGINÓPOLIS;20
3542602;SP;REGISTRO;16
3542701;SP;RESTINGA;16
3542800;SP;RIBEIRA;16
3542909;SP;RIBEIRÃO BONITO;12
3543006;SP;RIBEIRÃO BRANCO;16
3543105;SP;RIBEIRÃO CORRENTE;16
3543204;SP;RIBEIRÃO DO SUL;20
3543238;SP;RIBEIRÃO DOS ÍNDIOS;30
3543253;SP;RIBEIRÃO GRANDE;16
3543303;SP;RIBEIRÃO PIRES;5
3543402;SP;RIBEIRÃO PRETO;10
3543501;SP;RIVERSUL;20
3543600;SP;RIFAINA;20
3543709;SP;RINCÃO;12
3543808;SP;RINÓPOLIS;18
3543907;SP;RIO CLARO;14
3544004;SP;RIO DAS PEDRAS;10
3544103;SP;RIO GRANDE DA SERRA;5
3544202;SP;RIOLÂNDIA;30
3544251;SP;ROSANA;30
3544301;SP;ROSEIRA;22
3544400;SP;RUBIÁCEA;30
3544509;SP;RUBINÉIA;30
3544608;SP;SABINO;22
3544707;SP;SAGRES;22
3544806;SP;SALES;22
3544905;SP;SALES OLIVEIRA;16
3545001;SP;SALESÓPOLIS;7
3545100;SP;SALMOURÃO;22
3545159;SP;SALTINHO;10
3545209;SP;SALTO;12
3545308;SP;SALTO DE PIRAPORA;12
3545407;SP;SALTO GRANDE;20
3545506;SP;SANDOVALINA;30
3545605;SP;SANTA ADÉLIA;16
3545704;SP;SANTA ALBERTINA;30
3545803;SP;SANTA BÁRBARA D'OESTE;10
3546009;SP;SANTA BRANCA;20
3546108;SP;SANTA CLARA D'OESTE;30
3546207;SP;SANTA CRUZ DA CONCEIÇÃO;18
3546256;SP;SANTA CRUZ DA ESPERANÇA;16
3546306;SP;SANTA CRUZ DAS PALMEIRAS;18
3546405;SP;SANTA CRUZ DO RIO PARDO;20
3546504;SP;SANTA ERNESTINA;14
3546603;SP;SANTA FÉ DO SUL;30
3546702;SP;SANTA GERTRUDES;10
3546801;SP;SANTA ISABEL;7
3546900;SP;SANTA LÚCIA;12
3547007;SP;SANTA MARIA DA SERRA;24
3547106;SP;SANTA MERCEDES;30
3547205;SP;SANTANA DA PONTE PENSA;26
3547304;SP;SANTANA DE PARNAÍBA;7
3547403;SP;SANTA RITA D'OESTE;26
3547502;SP;SANTA RITA DO PASSA QUATRO;14
3547601;SP;SANTA ROSA DE VITERBO;14
3547650;SP;SANTA SALETE;26
3547700;SP;SANTO ANASTÁCIO;30
3547809;SP;SANTO ANDRÉ;5
3547908;SP;SANTO ANTÔNIO DA ALEGRIA;22
3548005;SP;SANTO ANTÔNIO DE POSSE;12
3548054;SP;SANTO ANTÔNIO DE ARACANGUÁ;30
3548104;SP;SANTO ANTÔNIO DO JARDIM;22
3548203;SP;SANTO ANTÔNIO DO PINHAL;14
3548302;SP;SANTO EXPEDITO;24
3548401;SP;SANTÓPOLIS DO AGUAPEÍ;30
3548500;SP;SANTOS;10
3548609;SP;SÃO BENTO DO SAPUCAÍ;20
3548708;SP;SÃO BERNARDO DO CAMPO;5
3548807;SP;SÃO CAETANO DO SUL;5
3548906;SP;SÃO CARLOS;12
3549003;SP;SÃO FRANCISCO;22
3549102;SP;SÃO JOÃO DA BOA VISTA;22
3549201;SP;SÃO JOÃO DAS DUAS PONTES;26
3549250;SP;SÃO JOÃO DE IRACEMA;35
3549300;SP;SÃO JOÃO DO PAU D'ALHO;24
3549409;SP;SÃO JOAQUIM DA BARRA;22
3549508;SP;SÃO JOSÉ DA BELA VISTA;16
3549607;SP;SÃO JOSÉ DO BARREIRO;24
3549706;SP;SÃO JOSÉ DO RIO PARDO;22
3549805;SP;SÃO JOSÉ DO RIO PRETO;12
3549904;SP;SÃO JOSÉ DOS CAMPOS;12
3549953;SP;SÃO LOURENÇO DA SERRA;5
3550001;SP;SÃO LUÍS DO PARAITINGA;40
3550100;SP;SÃO MANUEL;16
3550209;SP;SÃO MIGUEL ARCANJO;16
3550308;SP;SÃO PAULO;5
3550407;SP;SÃO PEDRO;16
3550506;SP;SÃO PEDRO DO TURVO;20
3550605;SP;SÃO ROQUE;12
3550704;SP;SÃO SEBASTIÃO;16
3550803;SP;SÃO SEBASTIÃO DA GRAMA;22
3550902;SP;SÃO SIMÃO;16
3551009;SP;SÃO VICENTE;10
3551108;SP;SARAPUÍ;20
3551207;SP;SARUTAIÁ;20
3551306;SP;SEBASTIANÓPOLIS DO SUL;35
3551405;SP;SERRA AZUL;12
3551504;SP;SERRANA;12
3551603;SP;SERRA NEGRA;16
3551702;SP;SERTÃOZINHO;12
3551801;SP;SETE BARRAS;16
3551900;SP;SEVERÍNIA;16
3552007;SP;SILVEIRAS;35
3552106;SP;SOCORRO;16
3552205;SP;SOROCABA;12
3552304;SP;SUD MENNUCCI;30
3552403;SP;SUMARÉ;10
3552502;SP;SUZANO;5
3552551;SP;SUZANÁPOLIS;30
3552601;SP;TABAPUÃ;16
3552700;SP;TABATINGA;12
3552809;SP;TABOÃO DA SERRA;5
3552908;SP;TACIBA;24
3553005;SP;TAGUAÍ;20
3553104;SP;TAIAÇU;16
3553203;SP;TAIÚVA;14
3553302;SP;TAMBAÚ;20
3553401;SP;TANABI;24
3553500;SP;TAPIRAÍ;16
3553609;SP;TAPIRATIBA;22
3553658;SP;TAQUARAL;16
3553708;SP;TAQUARITINGA;14
3553807;SP;TAQUARITUBA;20
3553856;SP;TAQUARIVAÍ;20
3553906;SP;TARABAI;24
3553955;SP;TARUMÃ;20
3554003;SP;TATUÍ;18
3554102;SP;TAUBATÉ;20
3554201;SP;TEJUPÁ;20
3554300;SP;TEODORO SAMPAIO;30
3554409;SP;TERRA ROXA;20
3554508;SP;TIETÊ;26
3554607;SP;TIMBURI;20
3554656;SP;TORRE DE PEDRA;30
3554706;SP;TORRINHA;24
3554755;SP;TRABIJU;12
3554805;SP;TREMEMBÉ;16
3554904;SP;TRÊS FRONTEIRAS;26
3554953;SP;TUIUTI;16
3555000;SP;TUPÃ;20
3555109;SP;TUPI PAULISTA;18
3555208;SP;TURIÚBA;30
3555307;SP;TURMALINA;26
3555356;SP;UBARANA;30
3555406;SP;UBATUBA;16
3555505;SP;UBIRAJARA;16
3555604;SP;UCHOA;16
3555703;SP;UNIÃO PAULISTA;30
3555802;SP;URÂNIA;26
3555901;SP;URU;20
3556008;SP;URUPÊS;22
3556107;SP;VALENTIM GENTIL;24
3556206;SP;VALINHOS;10
3556305;SP;VALPARAÍSO;30
3556354;SP;VARGEM;16
3556404;SP;VARGEM GRANDE DO SUL;22
3556453;SP;VARGEM GRANDE PAULISTA;5
3556503;SP;VÁRZEA PAULISTA;12
3556602;SP;VERA CRUZ;14
3556701;SP;VINHEDO;10
3556800;SP;VIRADOURO;16
3556909;SP;VISTA ALEGRE DO ALTO;14
3556958;SP;VITÓRIA BRASIL;26
3557006;SP;VOTORANTIN;12
3557105;SP;VOTUPORANGA;24
3557154;SP;ZACARIAS;30
3557204;SP;CHAVANTES;20
3557303;SP;ESTIVA GERBI;18
4100103;PR;ABATIÁ;18
4100202;PR;ADRIANÓPOLIS;30
4100301;PR;AGUDOS DO SUL;20
4100400;PR;ALMIRANTE TAMANDARÉ;12
4100459;PR;ALTAMIRA DO PARANÁ;20
4100509;PR;ALTÔNIA;20
4100608;PR;ALTO PARANÁ;20
4100707;PR;ALTO PIQUIRI;22
4100806;PR;ALVORADA DO SUL;16
4100905;PR;AMAPORÃ;24
4101002;PR;AMPÉRE;20
4101051;PR;ANAHY;18
4101101;PR;ANDIRÁ;18
4101150;PR;ÂNGULO;16
4101200;PR;ANTONINA;16
4101309;PR;ANTÔNIO OLINTO;16
4101408;PR;APUCARANA;14
4101507;PR;ARAPONGAS;12
4101606;PR;ARAPOTI;20
4101655;PR;ARAPUÃ;18
4101705;PR;ARARUNA;20
4101804;PR;ARAUCÁRIA;12
4101853;PR;ARIRANHA DO IVAÍ;18
4101903;PR;ASSAÍ;18
4102000;PR;ASSIS CHATEAUBRIAND;18
4102109;PR;ASTORGA;16
4102208;PR;ATALAIA;16
4102307;PR;BALSA NOVA;12
4102406;PR;BANDEIRANTES;18
4102505;PR;BARBOSA FERRAZ;20
4102604;PR;BARRACÃO;20
4102703;PR;BARRA DO JACARÉ;18
4102752;PR;BELA VISTA DA CAROBA;20
4102802;PR;BELA VISTA DO PARAÍSO;16
4102901;PR;BITURUNA;24
4103008;PR;BOA ESPERANÇA;20
4103024;PR;BOA ESPERANÇA DO IGUAÇU;20
4103040;PR;BOA VENTURA DE SÃO ROQUE;20
4103057;PR;BOA VISTA DA APARECIDA;20
4103107;PR;BOCAIÚVA DO SUL;20
4103156;PR;BOM JESUS DO SUL;20
4103206;PR;BOM SUCESSO;16
4103222;PR;BOM SUCESSO DO SUL;18
4103305;PR;BORRAZÓPOLIS;18
4103354;PR;BRAGANEY;18
4103370;PR;BRASILÂNDIA DO SUL;22
4103404;PR;CAFEARA;16
4103453;PR;CAFELÂNDIA;18
4103479;PR;CAFEZAL DO SUL;20
4103503;PR;CALIFÓRNIA;16
4103602;PR;CAMBARÁ;18
4103701;PR;CAMBÉ;12
4103800;PR;CAMBIRA;16
4103909;PR;CAMPINA DA LAGOA;20
4103958;PR;CAMPINA DO SIMÃO;18
4104006;PR;CAMPINA GRANDE DO SUL;14
4104055;PR;CAMPO BONITO;20
4104105;PR;CAMPO DO TENENTE;20
4104204;PR;CAMPO LARGO;12
4104253;PR;CAMPO MAGRO;12
4104303;PR;CAMPO MOURÃO;18
4104402;PR;CÂNDIDO DE ABREU;20
4104428;PR;CANDÓI;18
4104451;PR;CANTAGALO;18
4104501;PR;CAPANEMA;20
4104600;PR;CAPITÃO LEÔNIDAS MARQUES;20
4104659;PR;CARAMBEÍ;16
4104709;PR;CARLÓPOLIS;18
4104808;PR;CASCAVEL;18
4104907;PR;CASTRO;16
4105003;PR;CATANDUVAS;18
4105102;PR;CENTENÁRIO DO SUL;12
4105201;PR;CERRO AZUL;30
4105300;PR;CÉU AZUL;18
4105409;PR;CHOPINZINHO;20
4105508;PR;CIANORTE;20
4105607;PR;CIDADE GAÚCHA;22
4105706;PR;CLEVELÂNDIA;24
4105805;PR;COLOMBO;10
4105904;PR;COLORADO;16
4106001;PR;CONGONHINHAS;18
4106100;PR;CONSELHEIRO MAIRINCK;18
4106209;PR;CONTENDA;12
4106308;PR;CORBÉLIA;18
4106407;PR;CORNÉLIO PROCÓPIO;18
4106456;PR;CORONEL DOMINGOS SOARES;24
4106506;PR;CORONEL VIVIDA;20
4106555;PR;CORUMBATAÍ DO SUL;20
4106571;PR;CRUZEIRO DO IGUAÇU;20
4106605;PR;CRUZEIRO DO OESTE;22
4106704;PR;CRUZEIRO DO SUL;24
4106803;PR;CRUZ MACHADO;24
4106852;PR;CRUZMALTINA;18
4106902;PR;CURITIBA;5
4107009;PR;CURIÚVA;18
4107108;PR;DIAMANTE DO NORTE;24
4107124;PR;DIAMANTE DO SUL;20
4107157;PR;DIAMANTE D'OESTE;18
4107207;PR;DOIS VIZINHOS;20
4107256;PR;DOURADINA;22
4107306;PR;DOUTOR CAMARGO;16
4107405;PR;ENÉAS MARQUES;20
4107504;PR;ENGENHEIRO BELTRÃO;20
4107520;PR;ESPERANÇA NOVA;20
4107538;PR;ENTRE RIOS DO OESTE;18
4107546;PR;ESPIGÃO ALTO DO IGUAÇU;20
4107553;PR;FAROL;18
4107603;PR;FAXINAL;18
4107652;PR;FAZENDA RIO GRANDE;12
4107702;PR;FÊNIX;20
4107736;PR;FERNANDES PINHEIRO;16
4107751;PR;FIGUEIRA;18
4107801;PR;FLORAÍ;16
4107850;PR;FLOR DA SERRA DO SUL;20
4107900;PR;FLORESTA;16
4108007;PR;FLORESTÓPOLIS;14
4108106;PR;FLÓRIDA;14
4108205;PR;FORMOSA DO OESTE;18
4108304;PR;FOZ DO IGUAÇU;18
4108320;PR;FRANCISCO ALVES;20
4108403;PR;FRANCISCO BELTRÃO;18
4108452;PR;FOZ DO JORDÃO;18
4108502;PR;GENERAL CARNEIRO;24
4108551;PR;GODOY MOREIRA;18
4108601;PR;GOIOERÊ;20
4108650;PR;GOIOXIM;18
4108700;PR;GRANDES RIOS;18
4108809;PR;GUAÍRA;20
4108908;PR;GUAIRAÇÁ;24
4108957;PR;GUAMIRANGA;16
4109005;PR;GUAPIRAMA;18
4109104;PR;GUAPOREMA;22
4109203;PR;GUARACI;16
4109302;PR;GUARANIAÇU;20
4109401;PR;GUARAPUAVA;18
4109500;PR;GUARAQUEÇABA;20
4109609;PR;GUARATUBA;16
4109658;PR;HONÓRIO SERPA;24
4109708;PR;IBAITI;18
4109757;PR;IBEMA;18
4109807;PR;IBIPORÃ;12
4109906;PR;ICARAÍMA;22
4110003;PR;IGUARAÇU;16
4110052;PR;IGUATU;18
4110078;PR;IMBAÚ;20
4110102;PR;IMBITUVA;16
4110201;PR;INACIO MARTINS;20
4110300;PR;INAJÁ;24
4110409;PR;INDIANÓPOLIS;22
4110508;PR;IPIRANGA;20
4110607;PR;IPORÃ;20
4110656;PR;IRACEMA DO OESTE;18
4110706;PR;IRATI;16
4110805;PR;IRETAMA;20
4110904;PR;ITAGUAJÉ;16
4110953;PR;ITAIPULÂNDIA;18
4111001;PR;ITAMBARACÁ;18
4111100;PR;ITAMBÉ;16
4111209;PR;ITAPEJARA D'OESTE;20
4111258;PR;ITAPERUÇU;14
4111308;PR;ITAÚNA DO SUL;24
4111407;PR;IVAÍ;20
4111506;PR;IVAIPORÃ;18
4111555;PR;IVATÉ;20
4111605;PR;IVATUBA;16
4111704;PR;JABOTI;18
4111803;PR;JACAREZINHO;18
4111902;PR;JAGUAPITÃ;16
4112009;PR;JAGUARIAÍVA;20
4112108;PR;JANDAIA DO SUL;16
4112207;PR;JANIÓPOLIS;20
4112306;PR;JAPIRA;18
4112405;PR;JAPURÁ;22
4112504;PR;JARDIM ALEGRE;18
4112603;PR;JARDIM OLINDA;24
4112702;PR;JATAIZINHO;18
4112751;PR;JESUÍTAS;18
4112801;PR;JOAQUIM TÁVORA;18
4112900;PR;JUNDIAÍ DO SUL;18
4112959;PR;JURANDA;20
4113007;PR;JUSSARA;22
4113106;PR;KALORÉ;18
4113205;PR;LAPA;16
4113254;PR;LARANJAL;20
4113304;PR;LARANJEIRAS DO SUL;18
4113403;PR;LEÓPOLIS;18
4113429;PR;LIDIANÓPOLIS;18
4113452;PR;LINDOESTE;18
4113502;PR;LOANDA;24
4113601;PR;LOBATO;16
4113700;PR;LONDRINA;12
4113734;PR;LUIZIANA;18
4113759;PR;LUNARDELLI;18
4113809;PR;LUPIONÓPOLIS;14
4113908;PR;MALLET;16
4114005;PR;MAMBORÊ;20
4114104;PR;MANDAGUAÇU;14
4114203;PR;MANDAGUARI;14
4114302;PR;MANDIRITUBA;12
4114351;PR;MANFRINÓPOLIS;20
4114401;PR;MANGUEIRINHA;24
4114500;PR;MANOEL RIBAS;20
4114609;PR;MARECHAL CÂNDIDO RONDON;18
4114708;PR;MARIA HELENA;22
4114807;PR;MARIALVA;14
4114906;PR;MARILÂNDIA DO SUL;18
4115002;PR;MARILENA;24
4115101;PR;MARILUZ;20
4115200;PR;MARINGÁ;14
4115309;PR;MARIÓPOLIS;18
4115358;PR;MARIPÁ;18
4115408;PR;MARMELEIRO;20
4115457;PR;MARQUINHO;18
4115507;PR;MARUMBI;18
4115606;PR;MATELÂNDIA;18
4115705;PR;MATINHOS;16
4115739;PR;MATO RICO;20
4115754;PR;MAUÁ DA SERRA;18
4115804;PR;MEDIANEIRA;18
4115853;PR;MERCEDES;18
4115903;PR;MIRADOR;24
4116000;PR;MIRASELVA;16
4116059;PR;MISSAL;18
4116109;PR;MOREIRA SALES;20
4116208;PR;MORRETES;16
4116307;PR;MUNHOZ DE MELO;14
4116406;PR;NOSSA SENHORA DAS GRAÇAS;16
4116505;PR;NOVA ALIANÇA DO IVAÍ;24
4116604;PR;NOVA AMÉRICA DA COLINA;18
4116703;PR;NOVA AURORA;18
4116802;PR;NOVA CANTU;20
4116901;PR;NOVA ESPERANÇA;20
4116950;PR;NOVA ESPERANÇA DO SUDOESTE;20
4117008;PR;NOVA FÁTIMA;18
4117057;PR;NOVA LARANJEIRAS;18
4117107;PR;NOVA LONDRINA;24
4117206;PR;NOVA OLÍMPIA;22
4117214;PR;NOVA SANTA BÁRBARA;18
4117222;PR;NOVA SANTA ROSA;18
4117255;PR;NOVA PRATA DO IGUAÇU;20
4117271;PR;NOVA TEBAS;20
4117297;PR;NOVO ITACOLOMI;16
4117305;PR;ORTIGUEIRA;20
4117404;PR;OURIZONA;16
4117453;PR;OURO VERDE DO OESTE;18
4117503;PR;PAIÇANDU;16
4117602;PR;PALMAS;24
4117701;PR;PALMEIRA;16
4117800;PR;PALMITAL;20
4117909;PR;PALOTINA;18
4118006;PR;PARAÍSO DO NORTE;24
4118105;PR;PARANACITY;24
4118204;PR;PARANAGUÁ;16
4118303;PR;PARANAPOEMA;24
4118402;PR;PARANAVAÍ;20
4118451;PR;PATO BRAGADO;18
4118501;PR;PATO BRANCO;18
4118600;PR;PAULA FREITAS;24
4118709;PR;PAULO FRONTIN;24
4118808;PR;PEABIRU;20
4118857;PR;PEROBAL;20
4118907;PR;PÉROLA;20
4119004;PR;PÉROLA D'OESTE;20
4119103;PR;PIÊN;20
4119152;PR;PINHAIS;12
4119202;PR;PINHALÃO;18
4119251;PR;PINHAL DE SÃO BENTO;20
4119301;PR;PINHÃO;20
4119400;PR;PIRAÍ DO SUL;16
4119509;PR;PIRAQUARA;12
4119608;PR;PITANGA;20
4119657;PR;PITANGUEIRAS;12
4119707;PR;PLANALTINA DO PARANÁ;24
4119806;PR;PLANALTO;20
4119905;PR;PONTA GROSSA;12
4119954;PR;PONTAL DO PARANÁ;16
4120002;PR;PORECATU;16
4120101;PR;PORTO AMAZONAS;20
4120150;PR;PORTO BARREIRO;18
4120200;PR;PORTO RICO;24
4120309;PR;PORTO VITÓRIA;24
4120333;PR;PRADO FERREIRA;16
4120358;PR;PRANCHITA;20
4120408;PR;PRESIDENTE CASTELO BRANCO;20
4120507;PR;PRIMEIRO DE MAIO;16
4120606;PR;PRUDENTÓPOLIS;16
4120655;PR;QUARTO CENTENÁRIO;20
4120705;PR;QUATIGUÁ;18
4120804;PR;QUATRO BARRAS;12
4120853;PR;QUATRO PONTES;18
4120903;PR;QUEDAS DO IGUAÇU;20
4121000;PR;QUERÊNCIA DO NORTE;30
4121109;PR;QUINTA DO SOL;20
4121208;PR;QUITANDINHA;20
4121257;PR;RAMILÂNDIA;18
4121307;PR;RANCHO ALEGRE;18
4121356;PR;RANCHO ALEGRE D'OESTE;20
4121406;PR;REALEZA;20
4121505;PR;REBOUÇAS;16
4121604;PR;RENASCENÇA;20
4121703;PR;RESERVA;20
4121752;PR;RESERVA DO IGUAÇU;20
4121802;PR;RIBEIRÃO CLARO;18
4121901;PR;RIBEIRÃO DO PINHAL;18
4122008;PR;RIO AZUL;16
4122107;PR;RIO BOM;18
4122156;PR;RIO BONITO DO IGUAÇU;18
4122172;PR;RIO BRANCO DO IVAÍ;18
4122206;PR;RIO BRANCO DO SUL;14
4122305;PR;RIO NEGRO;16
4122404;PR;ROLÂNDIA;12
4122503;PR;RONCADOR;20
4122602;PR;RONDON;22
4122651;PR;ROSÁRIO DO IVAÍ;18
4122701;PR;SABÁUDIA;16
4122800;PR;SALGADO FILHO;20
4122909;PR;SALTO DO ITARARÉ;18
4123006;PR;SALTO DO LONTRA;20
4123105;PR;SANTA AMÉLIA;18
4123204;PR;SANTA CECÍLIA DO PAVÃO;18
4123303;PR;SANTA CRUZ DE MONTE CASTELO;24
4123402;PR;SANTA FÉ;18
4123501;PR;SANTA HELENA;18
4123600;PR;SANTA INÊS;18
4123709;PR;SANTA ISABEL DO IVAÍ;24
4123808;PR;SANTA IZABEL DO OESTE;20
4123824;PR;SANTA LÚCIA;20
4123857;PR;SANTA MARIA DO OESTE;20
4123907;PR;SANTA MARIANA;18
4123956;PR;SANTA MÔNICA;24
4124004;PR;SANTANA DO ITARARÉ;18
4124020;PR;SANTA TEREZA DO OESTE;18
4124053;PR;SANTA TEREZINHA DE ITAIPU;18
4124103;PR;SANTO ANTÔNIO DA PLATINA;18
4124202;PR;SANTO ANTÔNIO DO CAIUÁ;24
4124301;PR;SANTO ANTÔNIO DO PARAÍSO;18
4124400;PR;SANTO ANTÔNIO DO SUDOESTE;20
4124509;PR;SANTO INÁCIO;18
4124608;PR;SÃO CARLOS DO IVAÍ;16
4124707;PR;SÃO JERÔNIMO DA SERRA;20
4124806;PR;SÃO JOÃO;20
4124905;PR;SÃO JOÃO DO CAIUÁ;24
4125001;PR;SÃO JOÃO DO IVAÍ;18
4125100;PR;SÃO JOÃO DO TRIUNFO;16
4125209;PR;SÃO JORGE D'OESTE;20
4125308;PR;SÃO JORGE DO IVAÍ;16
4125357;PR;SÃO JORGE DO PATROCÍNIO;20
4125407;PR;SÃO JOSÉ DA BOA VISTA;18
4125456;PR;SÃO JOSÉ DAS PALMEIRAS;18
4125506;PR;SÃO JOSÉ DOS PINHAIS;12
4125555;PR;SÃO MANOEL DO PARANÁ;22
4125605;PR;SÃO MATEUS DO SUL;16
4125704;PR;SÃO MIGUEL DO IGUAÇU;18
4125753;PR;SÃO PEDRO DO IGUAÇU;18
4125803;PR;SÃO PEDRO DO IVAÍ;18
4125902;PR;SÃO PEDRO DO PARANÁ;24
4126009;PR;SÃO SEBASTIÃO DA AMOREIRA;20
4126108;PR;SÃO TOMÉ;22
4126207;PR;SAPOPEMA;18
4126256;PR;SARANDI;14
4126272;PR;SAUDADE DO IGUAÇU;20
4126306;PR;SENGÉS;20
4126355;PR;SERRANÓPOLIS DO IGUAÇU;18
4126405;PR;SERTANEJA;18
4126504;PR;SERTANÓPOLIS;16
4126603;PR;SIQUEIRA CAMPOS;18
4126652;PR;SULINA;20
4126678;PR;TAMARANA;12
4126702;PR;TAMBOARA;24
4126801;PR;TAPEJARA;22
4126900;PR;TAPIRA;24
4127007;PR;TEIXEIRA SOARES;16
4127106;PR;TELÊMACO BORBA;20
4127205;PR;TERRA BOA;22
4127304;PR;TERRA RICA;24
4127403;PR;TERRA ROXA;18
4127502;PR;TIBAGI;20
4127601;PR;TIJUCAS DO SUL;20
4127700;PR;TOLEDO;18
4127809;PR;TOMAZINA;18
4127858;PR;TRÊS BARRAS DO PARANÁ;18
4127882;PR;TUNAS DO PARANÁ;20
4127908;PR;TUNEIRAS DO OESTE;22
4127957;PR;TUPÃSSI;18
4127965;PR;TURVO;18
4128005;PR;UBIRATÃ;20
4128104;PR;UMUARAMA;20
4128203;PR;UNIÃO DA VITÓRIA;20
4128302;PR;UNIFLOR;16
4128401;PR;URAÍ;18
4128500;PR;WENCESLAU BRAZ;18
4128534;PR;VENTANIA;20
4128559;PR;VERA CRUZ DO OESTE;18
4128609;PR;VERÊ;20
4128625;PR;ALTO PARAÍSO;20
4128633;PR;DOUTOR ULISSES;30
4128658;PR;VIRMOND;18
4128708;PR;VITORINO;18
4128807;PR;XAMBRÊ;20
4200051;SC;ABDON BATISTA;20
4200101;SC;ABELARDO LUZ;20
4200200;SC;AGROLÂNDIA;18
4200309;SC;AGRONÔMICA;18
4200408;SC;ÁGUA DOCE;20
4200507;SC;ÁGUAS DE CHAPECÓ;20
4200556;SC;ÁGUAS FRIAS;20
4200606;SC;ÁGUAS MORNAS;18
4200705;SC;ALFREDO WAGNER;18
4200754;SC;ALTO BELA VISTA;18
4200804;SC;ANCHIETA;18
4200903;SC;ANGELINA;18
4201000;SC;ANITA GARIBALDI;20
4201109;SC;ANITÁPOLIS;18
4201208;SC;ANTÔNIO CARLOS;18
4201257;SC;APIÚNA;12
4201273;SC;ARABUTÃ;18
4201307;SC;ARAQUARI;12
4201406;SC;ARARANGUÁ;20
4201505;SC;ARMAZÉM;14
4201604;SC;ARROIO TRINTA;18
4201653;SC;ARVOREDO;20
4201703;SC;ASCURRA;12
4201802;SC;ATALANTA;18
4201901;SC;AURORA;18
4201950;SC;BALNEÁRIO ARROIO DO SILVA;20
